0 good agents
      adv rate for q_index :  0 [1e-05, 1e-05]
      adv rate for p_index :  0 [1e-05, 1e-05]
1 good agents
      adv rate for q_index :  1 [1e-05, 1e-05]
      adv rate for p_index :  1 [1e-05, 1e-05]
Using good policy mmmaddpg and bad policy mmmaddpg with 0 adversaries
Uncertainty type is:  Action ; Uncertainty level is:  1.0
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -140.82257113772278, time: 76.009
steps: 49975, episodes: 2000, mean episode reward: -208.6518139443652, time: 90.572
steps: 74975, episodes: 3000, mean episode reward: -88.44941762068149, time: 92.127
steps: 99975, episodes: 4000, mean episode reward: -66.33970583928345, time: 92.661
steps: 124975, episodes: 5000, mean episode reward: -63.107215619649956, time: 92.266
steps: 149975, episodes: 6000, mean episode reward: -61.32848270190937, time: 92.379
steps: 174975, episodes: 7000, mean episode reward: -60.20269903622975, time: 92.508
steps: 199975, episodes: 8000, mean episode reward: -60.35691471528237, time: 92.829
steps: 224975, episodes: 9000, mean episode reward: -60.289210525123224, time: 92.879
steps: 249975, episodes: 10000, mean episode reward: -62.52849825451657, time: 92.44
steps: 274975, episodes: 11000, mean episode reward: -62.93729242707829, time: 92.805
steps: 299975, episodes: 12000, mean episode reward: -63.60387505751272, time: 92.235
steps: 324975, episodes: 13000, mean episode reward: -64.66461051396702, time: 92.145
steps: 349975, episodes: 14000, mean episode reward: -64.01608910590711, time: 93.2
steps: 374975, episodes: 15000, mean episode reward: -63.18069778646116, time: 92.62
steps: 399975, episodes: 16000, mean episode reward: -65.34985269747094, time: 92.235
steps: 424975, episodes: 17000, mean episode reward: -64.41391469517554, time: 92.314
steps: 449975, episodes: 18000, mean episode reward: -66.70745318178716, time: 92.131
steps: 474975, episodes: 19000, mean episode reward: -65.33355321685443, time: 92.331
steps: 499975, episodes: 20000, mean episode reward: -65.29469718826704, time: 92.545
steps: 524975, episodes: 21000, mean episode reward: -66.72380853384495, time: 92.702
steps: 549975, episodes: 22000, mean episode reward: -68.64501306970976, time: 92.59
steps: 574975, episodes: 23000, mean episode reward: -66.0145817715959, time: 91.827
steps: 599975, episodes: 24000, mean episode reward: -65.14596081397193, time: 92.385
steps: 624975, episodes: 25000, mean episode reward: -62.786263160808154, time: 92.446
steps: 649975, episodes: 26000, mean episode reward: -65.98537808351797, time: 92.718
steps: 674975, episodes: 27000, mean episode reward: -64.0843199260927, time: 92.759
steps: 699975, episodes: 28000, mean episode reward: -63.15791657814591, time: 93.387
steps: 724975, episodes: 29000, mean episode reward: -62.48593068554213, time: 92.722
steps: 749975, episodes: 30000, mean episode reward: -61.11602105407481, time: 92.372
steps: 774975, episodes: 31000, mean episode reward: -61.85973462084191, time: 91.931
steps: 799975, episodes: 32000, mean episode reward: -60.47335045550905, time: 92.074
steps: 824975, episodes: 33000, mean episode reward: -61.79274949378267, time: 92.28
steps: 849975, episodes: 34000, mean episode reward: -60.81469275032116, time: 92.909
steps: 874975, episodes: 35000, mean episode reward: -62.24040787181008, time: 91.939
steps: 899975, episodes: 36000, mean episode reward: -61.24338754150024, time: 91.749
steps: 924975, episodes: 37000, mean episode reward: -57.915170214194205, time: 90.388
steps: 949975, episodes: 38000, mean episode reward: -59.46839127540445, time: 90.132
steps: 974975, episodes: 39000, mean episode reward: -59.603502966899235, time: 88.591
steps: 999975, episodes: 40000, mean episode reward: -57.27893903657456, time: 79.525
steps: 1024975, episodes: 41000, mean episode reward: -58.01625842271767, time: 77.429
steps: 1049975, episodes: 42000, mean episode reward: -56.717692607423146, time: 75.051
steps: 1074975, episodes: 43000, mean episode reward: -55.45213650940981, time: 73.105
steps: 1099975, episodes: 44000, mean episode reward: -54.56918882867112, time: 78.345
steps: 1124975, episodes: 45000, mean episode reward: -52.66863737568655, time: 73.987
steps: 1149975, episodes: 46000, mean episode reward: -51.90798269460088, time: 74.96
steps: 1174975, episodes: 47000, mean episode reward: -52.44843931199437, time: 78.231
steps: 1199975, episodes: 48000, mean episode reward: -52.56407328350809, time: 77.355
steps: 1224975, episodes: 49000, mean episode reward: -50.94323385950789, time: 76.11
steps: 1249975, episodes: 50000, mean episode reward: -52.32101481663686, time: 73.37
steps: 1274975, episodes: 51000, mean episode reward: -50.17457552807417, time: 73.598
steps: 1299975, episodes: 52000, mean episode reward: -48.57992874961501, time: 73.345
steps: 1324975, episodes: 53000, mean episode reward: -48.52941076475442, time: 73.529
steps: 1349975, episodes: 54000, mean episode reward: -49.993877413103455, time: 76.822
steps: 1374975, episodes: 55000, mean episode reward: -48.14647334262618, time: 77.549
steps: 1399975, episodes: 56000, mean episode reward: -47.85556254440948, time: 79.585
steps: 1424975, episodes: 57000, mean episode reward: -47.09015347797556, time: 78.154
steps: 1449975, episodes: 58000, mean episode reward: -47.139700470716235, time: 75.741
steps: 1474975, episodes: 59000, mean episode reward: -46.99496484687499, time: 71.954
steps: 1499975, episodes: 60000, mean episode reward: -46.00251404524076, time: 71.995
...Finished total of 60001 episodes.
